address,city,country,name,postalCode,province
4280 W Vienna Rd,Clio,US,Wendy Two Two Eight,48420,MI
1087 Ross Clark Cir,Dothan,US,Taco Bell,36303,AL
1644 E 55th St,Chicago,US,Subway,60615,IL
30807 Woodward Ave,Royal Oak,US,McDonald's,48073,MI
3451 32nd Ave S,Grand Forks,US,Culver's,58201,ND
4948 University Blvd W,Jacksonville,US,Burger King,32216,FL
1302 N 24th St,Clear Lake,US,Wendy's,50428,IA
1800 N Central Expy,Mckinney,US,Braum's,75070,TX
9607 E Independence Blvd,Matthews,US,McDonald's,28105,NC
3971 Barker Cypress Rd,Houston,US,McDonald's,77084,TX
7240 Torresdale Ave,Philadelphia,US,Boston Market 381,19135,PA
1505 Brown Trl,Bedford,US,KFC,76022,TX
5109 International Dr,Orlando,US,Taco Bell,32819,FL
355 N 800 W,Woods Cross,US,Arby's,84087,UT
1 Center Plz,Boston,US,Burger King,2108,MA
426 W Main St,Bellevue,US,Wendy's,44811,OH
6169 S Jog Rd,Lake Worth,US,Firehouse Subs,33467,FL
721 Taunton Ave,East Providence,US,McDonald's,2914,RI
9245 S Broadway,Littleton,US,SUBWAY,80129,CO
1883 Atlantic Ave,Brooklyn,US,McDonald's,11233,NY
255 Triangle Ln,Jordan,US,Burger King,55352,MN
27103 McBean Pkwy,Valencia,US,McDonald's,91355,CA
1100 Hamner Ave,Norco,US,Carl's Jr.,92860,CA
3906 Portage Ave,South Bend,US,SONIC Drive In,46628,IN
12305 University Blvd,Orlando,US,McDonald's,32817,FL
1600 N State Route 50,Bourbonnais,US,Great Steak & Potato Co,60914,IL
2213 Bessemer Rd,Birmingham,US,Subway,35208,AL
58 Summer St,Boston,US,Five Guys,2110,MA
1040 Bedford Ave,Brooklyn,US,KFC,11205,NY
1610 S Highway 29,Cantonment,US,Mcdonald's,32533,FL
4422 W Glendale Ave,Glendale,US,Burger King,85301,AZ
2281 Spider Dr,Kannapolis,US,Taco Bell,28083,NC
3102 Ironclad Aly,Mount Pleasant,US,Chick-fil-A,29466,SC
1264 N Litchfield Rd,Goodyear,US,Blimpie Subs & Sandwiches,85395,AZ
773 Smithtown Byp,Smithtown,US,Taco Bell,11787,NY
650 S Neosho Blvd,Neosho,US,SONIC Drive In,64850,MO
444 Brickell Ave,Miami,US,Subway,33131,FL
5450 Peachtree Industrial Blvd,Atlanta,US,Chick-fil-A,30341,GA
3360 Glendale Ave,Toledo,US,Wendy's,43614,OH
1003 W Patrick St,Frederick,US,Burger King,21702,MD
814 S Bishop Ave,Rolla,US,SONIC Drive In,65401,MO
101b N Park PL,Stockbridge,US,Dairy Queen,30281-6380,GA
3155 S Padre Island Dr,Corpus Christi,US,Jack in the Box,78415,TX
6340 N Eldridge Pkwy,Houston,US,Subway,77041,TX
123 E Utah Blvd,Spearfish,US,Burger King,57783,SD
6522 Westheimer Rd,Houston,US,Pollo Tropical,77057,TX
8590 Baymeadows Rd,Jacksonville,US,McDonald's,32256,FL
2291 Fort St,Wyandotte,US,Checker's,48192,MI
3102 Southwest Dr,Jonesboro,US,Wendy's,72404,AR
4707 Taylor Ave,Racine,US,McDonald's,53406,WI
1816 Tift Ave N,Tifton,US,McDonald's,31794,GA
5821 N 67th Ave,Glendale,US,Domino's Pizza,85301,AZ
10029 Telephone Rd,Houston,US,Mr Char-Burger,77075,TX
1491 E Dublin Granville Rd,Columbus,US,Penn Station East Coast Subs,43229,OH
7240 Guilford Dr,Frederick,US,SONIC Drive In,21704,MD
8555 Preston Rd,Frisco,US,Burger King,75034,TX
290 County Ave,Secaucus,US,Quiznos,7094,NJ
4100 NW 27th Ave,Miami,US,Subway,33142,FL
844 W Central Ave,Springboro,US,KFC,45066,OH
14106 W Lake Houston Pkwy,Houston,US,McDonald's,77044,TX
14798 La Paz Dr,Victorville,US,Wendy's,92395,CA
2170 Centreville Rd,Herndon,US,Taco Bell,20170,VA
383 W Mariposa Rd,Nogales,US,Jack in the Box,85621,AZ
5200 Commerce Crossings Dr,Louisville,US,Yum Brands Inc,40229,KY
1901 Algonquin Rd,Rolling Meadows,US,Burger King,60008,IL
1445 Boyrum St,Iowa City,US,Burger King,52240,IA
422 W Church St,Richfield,US,Taco Bell,28137,NC
4683 State Highway 121,The Colony,US,Jack in the Box,75056,TX
2760 W Chandler Blvd,Chandler,US,Kentucky Fried Chicken,85224,AZ
3718 Towson Ave,Fort Smith,US,SONIC Drive In,72901,AR
6434 E Central Ave,Wichita,US,Subway,67206,KS
3900 Pelandale Ave,Modesto,US,Taco Bell,95356,CA
17217 SE McLoughlin Blvd,Portland,US,Wendy's,97222,OR
104 Towne Centre Pkwy,Myrtle Beach,US,McDonald's,29579,SC
753 Pershing Rd,Decatur,US,Taco Bell,62526,IL
101 N Kimball Ave,Southlake,US,KFC,76092,TX
2122 E 10th St,Indianapolis,US,Burger King,46201,IN
1485 Ocean Ave,Rumson,US,Ama Ristorante,7760,NJ
3819 South St,Nacogdoches,US,Burger King,75964,TX
854 Harbor Blvd,West Sacramento,US,Carl's Jr. / Green Burrito,95691,CA
231 N Dixie Hwy,Lake Worth,US,Burger King,33460,FL
908 Loucks Rd,York,US,Long John Silver's,17404,PA
203 King St,Northampton,US,Taco Bell,1060,MA
210 Town Center Dr,Dearborn,US,A&W All-American Food,48126,MI
7291 S. Eastern Ave.,Las Vegas,US,Capriotti's Sandwich Shop,89119,NV
380 Baychester Ave,Bronx,US,Popeyes Chicken and Biscuits,10475,NY
1 Yorktown Shopping Ctr,Lombard,US,McDonald's,60148,IL
306 N Main St,Euless,US,Popeye's Chicken & Biscuits,76039,TX
4350 24th Ave,Port Huron,US,Burger King,48060,MI
9211 Clairemont Mesa Blvd,San Diego,US,Panda Express,92123,CA
777 Diamond Ln,Northwood,US,Burger King,50459,IA
5303 Coldwater Rd,Fort Wayne,US,Steak 'n Shake,46825,IN
1285 Madison Ave,Fort Atkinson,US,Burger King,53538,WI
2650 S 9th St,Salina,US,Burger King,67401,KS
1040 Main St,Altavista,US,KFC,24517,VA
5490 Beach Blvd,Mason,US,Wendy's,45040-2359,OH
2550 S U 80,Jackson,US,Popeye's Chicken,39204,AL
2370 S Val Vis,Gilbert,US,Burger King,85295,AZ
1255 Sunrise Hwy,Copiague,US,Wendy's,11726,NY
7200 Harrison Ave,Rockford,US,Subway,61112,IL
1620 N Route 59,Naperville,US,Steak 'n Shake,60563,IL
4836 Highway 129N,Jefferson,US,Bojangles' Famous Chicken 'n Biscuits,30549,GA
8475 Ocean Gtwy,Easton,US,Sonic Drive In,21601,MD
5212 Slide Rd,Lubbock,US,Wendy's,79414,TX
2500 N Highway 171,Lake Charles,US,Mcdonald's,70611,LA
17 W 63rd St,Kansas City,US,Jimmy Johns,64113,MO
3131 7th St,Parkersburg,US,McDonald's,26101,WV
4500 Twin City Hwy,Groves,US,McDonald's,77619,TX
12163 S Apopka Vineland Rd,Orlando,US,Steak 'N Shake,32836,FL
19100 Kelly Rd,Detroit,US,Wendy's,48224,MI
3010 W Coliseum Blvd,Fort Wayne,US,McDonald's,46808,IN
2708 N Mall Dr,Virginia Beach,US,Burger King,23452,VA
11800 Wilmington Ave,Los Angeles,US,McDonald's,90059,CA
2817 W End Ave,Nashville,US,The Honeybaked Ham Company,37203,TN
1656 Savannah hey,Charleston,US,Chick-fil-a,29407,SC
702 Lulu St,Augusta,US,SONIC Drive In,67010,KS
3601 Yosemite Blvd,Modesto,US,Taco Bell,95357-0511,CA
400 1st St W,Milan,US,McDonald's,61264,IL
3923 E Thomas Rd,Phoenix,US,Panda Express,85018,AZ
1920 E Highland Ave,San Bernardino,US,Burger King,92404,CA
1951 Harbor Blvd,Costa Mesa,US,Wienerschnitzel,92627,CA
8717 Spring Cypress Rd,Spring,US,Mcdonald's,77379,TX
100 E Kaliste Saloom Rd,Lafayette,US,Raising Cane's Chicken Fingers,70508,LA
3515 S Dale Mabry Hwy,Tampa,US,McDonald's,33629,FL
1935 E Osceola Pkwy,Kissimmee,US,Dunkin' Donuts,34743,FL
3940 Spring Dr,Reno,US,Domino's Pizza,89502,NV
10475 N Anway Rd,Marana,US,Snack Shack,85653,AZ
1 Faneuil Hall Market Pl,Boston,US,Boston Chowda Company,2109,MA
150 Lobdell Hwy,Port Allen,US,McDonald's,70767,LA
11655 W Sample Rd,Pompano Beach,US,McDonald's,33065,FL
12790 NW 7th Ave,Miami,US,Burger King,33168,FL
11336 S 96th St,Papillion,US,Pizza Hut,68046,NE
640 10th St E,Palmetto,US,Taco Bell,34221,FL
1033 N Colony Rd,Wallingford,US,SONIC Drive In,6492,CT
103 Village Rd NE,Leland,US,Subway,28451,NC
421 Western Blvd,Jacksonville,US,Cook Out,28546,NC
999 Nathan Dean Pkwy,Rockmart,US,Bojangles' Famous Chicken 'n Biscuits,30153,GA
6450 Richmond Rd,Williamsburg,US,Hardee's,23188,VA
3115 Gordon Dr,Sioux City,US,Taco Bell,51105,IA
2801 Eldorado Pkwy,Frisco,US,Long John Silver's,75034,TX
3971 Artesia Blvd,Torrance,US,Carl's Jr.,90504,CA
8253 SW Wilsonville Rd,Wilsonville,US,Wendy's,97070,OR
951 16th St,Denver,US,Good Times Burgers & Frozen Custard,80202,CO
1408 Veterans Pkwy,Columbus,US,Taco Bell,31901,GA
403 SW Frontage Rd,Winona,US,Taco Bell,38967,MS
7751 W Sample Rd,Pompano Beach,US,McDonald's,33065,FL
8329 Skokie Blvd,Skokie,US,Taco Bell,60076,IL
13330 Telegraph Rd,Santa Fe Springs,US,McDonald's,90670,CA
25341 Michigan Ave,Dearborn,US,McDonald's,48124,MI
6205 Bardstown Rd,Louisville,US,Dairy Queen,40291,KY
328 E Main St,Omro,US,Hardee's,54963,WI
1467 Gibson St,West Plains,US,Wendy's,65775,MO
2655 S 3rd St,Philadelphia,US,Dairy Queen,19148,PA
1511 Goff Blvd SW,Albuquerque,US,Domino's Pizza,87105,NM
1035 S Pendleton St,Easley,US,Subway,29642,SC
301 State Route 10,Ledgewood,US,Wendy's,7852,NJ
1030 Clock Tower Dr,Springfield,US,Long John Silver's / A&W,62704,IL
2311 SE 8th Ave,Portland,US,Aprisa Mexican Cuisine,97214,OR
5000 B Old Hickory Blvd,Hermitage,US,Steak N Shake,37076,TN
4250 E Southport Rd,Indianapolis,US,KFC,46237,IN
9410 E Golf Links Rd,Tucson,US,Taco Bell,85730,AZ
1515 W Beverly Blvd,Montebello,US,Pizza Hut,90640,CA
5 S Belt W,Belleville,US,Kfc - Kentucky Fried Chicken,62220,IL
545 Minot Ave,Auburn,US,Subway,4210,ME
1692 1702 Snead Ave,Chesterton,US,Taco Bell,46304,IN
727 E Memorial Blvd,Lakeland,US,Taco Bell,33801,FL
901 971 W Davis St,Conroe,US,Mcdonalds,77301,TX
102 Main St,Gorham,US,Burger King,4038,ME
3390 Coachman Rd,Saint Paul,US,Subway,55121,MN
3450 W Tecumseh Rd,Norman,US,SONIC Drive In,73072,OK
500 Hearon Cir,Spartanburg,US,McDonald's,29303,SC
1008 8th St,Morgan City,US,Mcdonald's,70380,LA
728 Upper Glen St,Glens Falls,US,KFC,12801,NY
1939 W Jake Alexander Blvd,Salisbury,US,Bojangles' Famous Chicken 'n Biscuits,28147,NC
789 Main St,Waltham,US,McDonald's,2451,MA
12220 SE 82nd Ave,Happy Valley,US,Dairy Queen,97086,OR
6410 Sawmill Rd,Columbus,US,Raising Cane's,43235,OH
8873 N Chestnut Ave,Fresno,US,Carl's Jr.,93720,CA
13205 Whittier Blvd,Whittier,US,Domino's Pizza,90602,CA
358 River St,Hackensack,US,White Manna Hamburgers,7601,NJ
714 Vann Dr,Jackson,US,Popeye's Chicken & Biscuits,38305,TN
24440 Alessandro Blvd,Moreno Valley,US,Food 4 Less,92553,CA
10099 Highland Rd,Hartland,US,Arby's,48353,MI
800 E Dimond Blvd 025,Anchorage,US,Arby's,99515,AK
1496 E 2nd Saint Marketplace,Beaumont,US,El Pollo Loco,92223,CA
10722 Whittier Blvd,Whittier,US,Taco Bell,90606,CA
1701 Knickerbocker Rd,San Angelo,US,Taco Bell,76904,TX
2049 E State St,Hermitage,US,Burger King,16148,PA
327 Ingleside Rd,Princeton,US,Burger King,24739,WV
702 Mcfarland Blvd,Northport,US,Domino's Pizza,35476,FL
3220 Southdale Cir,Minneapolis,US,McDonald's,55435,MN
Aafes Fort Campbell,Fort Campbell,US,Burger King,42223,KY
5730 W Amarillo Blvd,Amarillo,US,McDonald's,79106,TX
7487 N Ida Ave,Portland,US,McDonald's,97203,OR
2201 E State Road 60,Valrico,US,Taco Bell,33594,FL
151 N Ellington Pwky,Lewisburg,US,Arby's,37091,TN
2751 E Main St,Albert Lea,US,Wendy's,56007,MN
6523 San Pedro Ave,San Antonio,US,SONIC Drive In,78216,TX
2014 N State Route 53,Fremont,US,McDonalds,43420,OH
904 Riverside Blvd,Norfolk,US,Domino's Pizza,68701,NE
7112 Liberty Rd,Gwynn Oak,US,KFC,21207,MD
5419 Deale Churchton Rd,Churchton,US,Domino's Pizza,20733,MD
1212 Pinson St,Birmingham,US,Krystal,35217,AL
1775 Federal Blvd,Denver,US,Pizza Hut,80204,CO
4950 Highway 90A,Sugar Land,US,Taco Bell,77498,TX
665 E Baseline Rd,Phoenix,US,Burger King,85042,AZ
3900 Las Vegas Blvd S,Las Vegas,US,McDonald's,89119,NV
Europlaza,Mormon Lake,US,Subway,86038,AZ
13055 W Rancho Santa Fe Blvd,Avondale,US,McDonald's,85392,AZ
202 E Mitchell St,Marshall,US,KFC,65340,MO
2723 N Manheim Rd,Franklin Park,US,Wendy's,60131,IL
2028 Rockaway Pkwy,Brooklyn,US,McDonald's,11236,NY
5555 Youngstown Warren Rd,Niles,US,Starbucks,44446,OH
220 W Coliseum Blvd,Fort Wayne,US,Arby's,46805,IN
411 Pioneer Ave,Woodland,US,Taco Bell,95776,CA
5153 N 9th Ave,Pensacola,US,Wendy's,32504,FL
97 Gateway Blvd,Rock Springs,US,Sonic Drive-In,82901,WY
19621 Hesperian Blvd,Hayward,US,Five Guys,94541,CA
8045 Watt Ave,Antelope,US,Taco Bell,95843,CA
1247 Demille Rd,Lapeer,US,Jimmy John's,48446,MI
2455 S Archibald Ave,Ontario,US,McDonald's,91761,CA
606 E Main St,Sun Prairie,US,McDonald's,53590,WI
6768 Lake Harbour Dr,Midlothian,US,Wendy's,23112,VA
15500 Detroit Ave,Lakewood,US,Taco Bell,44107,OH
7901 82nd St,Wolfforth,US,Sonic Drive-In,79382,TX
10666 Sapp Brothers Dr,Omaha,US,Blimpie,68138-3886,NE
10058 Atlantic Blvd,Jacksonville,US,Krystal,32225,FL
338 Ogden Ave,Downers Grove,US,Topper's Pizza,60515,IL
579 Troy Schenectady Rd,Latham,US,McDonald's,12110,NY
1585 Straight Path,Wyandanch,US,Mcdonald's,11798,NY
2901 N Ashley St,Valdosta,US,Hardee's,31602,GA
5009 S Arizona Mills Cir,Tempe,US,El Pollo Loco,85282,AZ
5775 Logan St,Denver,US,Wendy's,80216,CO
2001 E Artesia Blvd,Long Beach,US,Jack in the Box,90805,CA
1919 N Main St,Pearland,US,McDonald's,77581,TX
3440 S Kingshighway Blvd,Saint Louis,US,Taco Bell,63139,MO
3167 N Milwaukee Ave,Chicago,US,Burger King,60618,IL
1733 N 50th St,Tampa,US,KFC,33619,FL
1102 Peoria St,Washington,US,Hardee's,61571,IL
143 E Foothill Blvd,Arcadia,US,McDonald's,91006,CA
1600 Coshocton Ave,Mount Vernon,US,Dq Grill & Chill,43050,OH
902 S Green Bay Rd,Neenah,US,Hardee's,54956,WI
11825 Bellaire Blvd,Houston,US,McDonald's,77072,TX
610 W 29th St,San Angelo,US,McDonald's,76903,TX
564 Newtown Rd,Virginia Beach,US,Burger King,23462,VA
71 Fairview Rd.,Stockbridge,US,McDonald's,30281,GA
2501 W Happy Valley Rd,Phoenix,US,Panda Express,85085,AZ
1125 Peachtree Industrial Blvd,Suwanee,US,McDonald's,30024,GA
445 W Foothill Blvd,Glendora,US,Del Taco,91741,CA
7440 Firestone Blvd,Downey,US,McDonald's,90241,CA
1400 E 53rd St,Chicago,US,Subway,60615,IL
1734 E Division St,Arlington,US,Jack in the Box,76011,TX
2386 Kiesel Ave,Ogden,US,Brixton's,84401,UT
37510 S Gratiot Ave,Clinton Township,US,Taco Bell,48036,MI
5494 NW 86th St,Johnston,US,McDonald's,50131,IA
6035 Plank Rd,Baton Rouge,US,Wendy's,70805,LA
1351 N 21st St.,Newark,US,McDonalds,43055,OH
504 US Highway 93 S,Hamilton,US,Quiznos,59840,MT
4714 S Expressway 83,Harlingen,US,Jack In The Box,78552,TX
1095 Industrial Pkwy,Saraland,US,McDonald's,36571,AL
721 E San Ysidro Blvd,San Ysidro,US,Jack in the Box,92173,CA
630 Winkler Ave,Louisville,US,SONIC Drive In,40208,KY
10637 Main St,Mantua,US,McDonald's,44255,OH
33 Highway 441 N,Clayton,US,Dairy Queen,30525,GA
1725 N Belt Line Rd,Irving,US,Wendy's,75061,TX
16550 FM 620,Round Rock,US,Dairy Queen - Round Rock,78681,TX
5245 W Colonial Dr,Orlando,US,Popeyes Chicken & Biscuits,32808,FL
900 Lafollette Ctr N,Floyds Knobs,US,Taco Bell,47119,IN
3030 Harbor Blvd,Costa Mesa,US,Five Guys,92626,CA
7457 NY State Route 96,Victor,US,Taco Bell,14564,NY
810 Canandaigua Rd,Geneva,US,Taco Bell,14456,NY
3309 Queen City Dr,Charlotte,US,Waffle House,28208,NC
4280 Hwy 49 N,Harrisburg,US,Hardee's / Red Burrito,28075-7526,NC
7 Pershing Dr,Derby,US,KFC,6418,CT
2207 Highway 67 S,Pocahontas,US,Wendy's,72455,AR
596 N Reilly Rd,Fayetteville,US,Domino's Pizza,28303,NC
3039 William St,Cape Girardeau,US,Taco Bell,63703,MO
4411 San Mateo Blvd N E,Albuquerque,US,Firehouse Subs,87109,NM
140 Main St,Westbrook,US,KFC,4092,ME
451 Hegenberger Rd,Oakland,US,Del Taco,94621,CA
2 Jalan Sungai Burung 32/68 (seksyen 32),Orlando,US,Kfc,40460,KY
11210 W Airport Blvd,Stafford,US,McDonald's,77477,TX
2954 Dale Blvd,Woodbridge,US,Popeye's Chicken & Biscuits,22193,VA
17005 Roscoe Blvd,Northridge,US,Peking Wok,91325,CA
6370 Babcock Rd,San Antonio,US,Redbox,78240,TX
6900 Nw Expy,Oklahoma City,US,Five Guys,73132,OK
10537 E Washington St,Indianapolis,US,Panda,46229,IN
1621 Cecil B Moore Ave,Philadelphia,US,Pop-A-Nugget,19121,PA
19911 Frederick Rd,Germantown,US,Subway,20876,MD
803 W Dixon Blvd,Shelby,US,Bojangles' Famous Chicken 'n Biscuits,28152,NC
1634 W Glenoaks Blvd,Glendale,US,McDonald's,91201,CA
801 N Congress Ave,Boynton Beach,US,Wendy's,33426,FL
15901 S Post Oak Rd,Houston,US,Subway,77053,TX
8208 Quinault Dr NE,Olympia,US,Taco Time,98516,WA
825 Dulaney Valley Rd,Towson,US,Chick-fil-a,21204,MD
2601 32nd Ave S,Fargo,US,Taco John's,58103,ND
5170 Reidsville Rd,Walkertown,US,Wendy's,27051,NC
4660 Peoria St,Denver,US,Subway,80239,CO
430 Main Ave,Norwalk,US,Roly Poly,6851,CT
6009 W. Reno Ave,Oklahoma City,US,Arby's,73127,OK
3737 Pacific Coast Hwy,Torrance,US,Panda Express,90505,CA
14995 N 87th St,Scottsdale,US,Chick-fil-A,85260,AZ
2693 El Camino Real,Redwood City,US,Taco Bell,94061,CA
191 Newport Ave,Quincy,US,Wendy's,2170,MA
1313 S Wolfe Rd,Sunnyvale,US,Wendy's,94087,CA
3101 E Magic View Dr,Meridian,US,Del Taco,83642,ID
24985 Elder Ave,Moreno Valley,US,Jack in the Box,92557,CA
1810 Winderly Ln,Pickerington,US,KFC,43147,OH
184 Spencer St,Manchester,US,McDonald's,6040,CT
502 Pottstown Ave,Pennsburg,US,McDonald's,18073,PA
209 Daniel Webster Hwy,Meredith,US,McDonald's,3253,NH
13312 Wicker Ave,Cedar Lake,US,McDonald's,46303,IN
4309 Wisconsin Ave NW,Washington,US,Popeye's Chicken & Biscuits,20016,DC
1707 Lincoln St,Concordia,US,Kfc,66901,KS
215 N Interstate 45 Service Rd,Hutchins,US,Whataburger,75141,TX
6305 Cottage Hill Rd,Mobile,US,Subway,36609,AL
947 N LA Brea Ave,Inglewood,US,Subway,90302,CA
8719 Sancus Blvd,Columbus,US,Penn Station East Coast Subs,43240,OH
5080 W Atlantic Ave,Delray Beach,US,Burger King,33484,FL
101 Davita Dr,Milford,US,Taco Bell,18337,PA
1575 N Victory Pl,Burbank,US,Wendy's,91502,CA
2225 Wyoming Blvd NE,Albuquerque,US,Subway,87112,NM
452 W Finnie Flat Rd,Camp Verde,US,Domino's Pizza,86322,AZ
3201 S Broadway,Edmond,US,KFC,73013,OK
680 E 12300 S,Draper,US,KFC / A&W,84020,UT
1650 Vfw Pkwy,West Roxbury,US,McDonald's,2132,MA
10939 Garvey Ave,South El Monte,US,Wienerschnitzel,91733,CA
500 Pittsfield Rd,Lenox,US,Burger King,1240,MA
110 Garfield Pkwy,Bethany Beach,US,Thrashers French Fries,19930,DE
11321 Polo Pl,Midlothian,US,Burger King,23113,VA
12943 Brady Rd,Chesaning,US,Mc Donald's,48616,MI
340 New Lancaster Rd,Leominster,US,McDonald's,1453,MA
1916 Central Ave SE,Albuquerque,US,BLIMPIE,87106,NM
503 W Cold Spring Ln,Baltimore,US,Subway - Roland Park,21210,MD
4911 Vine St,Cincinnati,US,Gold Star Chili,45217,OH
910 N Main St,Lancaster,US,Arby's,29720,SC
3120 N 14th St,Bismarck,US,Wendy's,58503,ND
9975 NW Glencoe Rd,North Plains,US,McDonald's,97133,OR
43RD And Glendale,Denver,US,Mcdonald's,80246,CO
4901 Gibson Blvd SE,Albuquerque,US,Taco Bell,87108,NM
535 Huffman Mill Rd,Burlington,US,McDonalds,27215,NC
4039 Arendell St,Morehead City,US,Taco Bell,28557,NC
2619 W Waters Ave,Tampa,US,Popeyes Chicken & Biscuits,33614,FL
8001 Nw Expy,Oklahoma City,US,Mcdonald's,73162,OK
1525 Glenn School Rd,Durham,US,Subway,27704,NC
1727 S Georgia Pkwy E,Waycross,US,Subway,31501,GA
314 Westport Ave,Norwalk,US,Garden Catering,6851,CT
13554 W Van Buren St,Goodyear,US,Church's Chicken,85395,AZ
11880 N Central Expy,Dallas,US,Whataburger,75243,TX
161 S Pine St,Spartanburg,US,Arby's,29302,SC
2500 E Pacific Coast Hwy,Long Beach,US,Taco Bell,90804,CA
9654 Highway 23,Belle Chasse,US,Subway,70037,LA
1620 El Paseo Rd,Las Cruces,US,McDonald's,88001,NM
599 Divisadero St,San Francisco,US,Popeyes Louisiana Kitchen,94117,CA
1250 S Main St,Greensburg,US,Burger King,15601,PA
1945 El Dorado Blvd,Houston,US,KFC,77062,TX
1304 W Screven St,Quitman,US,Burger King,31643,GA
6501 35th Ave SW,Seattle,US,Pizza Hut,98126,WA
3401 Fort Campbell Blvd,Clarksville,US,Wendy's,37042,TN
2422 19th St,Lubbock,US,Arby's,79401,TX
5385 Fairington Rd,Lithonia,US,Taco Bell,30038,GA
3355 S Wadsworth Blvd,Denver,US,Subway,80227,CO
10131 W Bowles Ave,Littleton,US,Pizza Hut,80127,CO
3000 Yorba Linda Blvd,Fullerton,US,Pizza Hut,92831,CA
2259 S 9th St,Salina,US,Taco John's,67401,KS
2 Sagamore Pkwy N,Lafayette,US,Steak 'n Shake,47904,IN
1275 Town Centre Dr,Saint Paul,US,Burger King,55123,MN
7185 E Point Douglas Rd S,Cottage Grove,US,Arby's,55016,MN
32500 John R Rd,Madison Heights,US,Wendy's,48071,MI
6252 Hwy 20,Lucerne,US,Foster's Freeze,95458,CA
1728 S Western Ave,Los Angeles,US,Subway,90006,CA
1416 Farmers Ln,Santa Rosa,US,Taco Bell,95405,CA
23711 Airport Rd,Coshocton,US,Burger King,43812,OH
1444 S Belt Line Rd,Mesquite,US,McDonalds,75149,TX
109 Rockdale Ave,New Bedford,US,Domino's Pizza,2740,MA
6044 S Western Ave,Chicago,US,Subway,60636,IL
W. Craig Rd,North Las Vegas,US,Del Taco,89032,NV
1406 N Main St,Brinkley,US,McDonald's,72021,AR
201 E Magnolia Blvd,Burbank,US,Panda Express,91502,CA
826 W Broadway St,Mcloud,US,SONIC Drive In,74851,OK
3831 E Craig Rd,North Las Vegas,US,Burger King,89030,NV
at Gate A16,Grapevine,US,McDonald's,76051,TX
409 E Main St,Price,US,McDonald's,84501,UT
7135 S Rainbow Blvd,Las Vegas,US,Raising Cane's,89118,NV
901 Forum Dr,Rolla,US,Subway,65401,MO
1904 Oates Dr,Mesquite,US,Wienerschnitzel,75150,TX
3335 Sixes Rd,Canton,US,McDonald's,30114,GA
293 Social St,Woonsocket,US,Burger King,2895,RI
231 Highway 515,Blairsville,US,Blimpie,30512,GA
7110 Clairemont Mesa Blvd,San Diego,US,Arby's,92111,CA
1810 W Ih 10,Seguin,US,Jack In The Box,78155,TX
372 Elmira Rd,Ithaca,US,McDonald's,14850,NY
404 N Wood,Gilmer,US,Kfc,75644,TX
189 Main St,Saco,US,Rapid Ray's,4072,ME
205 W Duval St,Lake City,US,Popeyes,32055,FL
271 S Gay St,Auburn,US,Taco Bell,36830,AL
6200 Montgomery Blvd N E,Albuquerque,US,Subway,87109,NM
12812 Hawthorne Blvd,Hawthorne,US,Rally's Hamburgers,90250,CA
245 Allegheny Blvd,Brookville,US,Taco Bell,15825,PA
8300 Phipps Rd,Palmetto,US,McDonald's,30268,GA
7823 Slide Rd,Lubbock,US,KFC,79424,TX
2246 Baseline St,Cornelius,US,Burger King,97113,OR
575 Bankhead Hwy,Carrollton,US,Kentucky Fried Chicken,30117,GA
979 US Highway 1,North Brunswick,US,McDonald's,8902,NJ
266 W Broad St,Groveland,US,Hardee's / Red Burrito,34736,FL
8425 Centennial Pkwy,Las Vegas,US,McDonald's,89149,NV
1465 W Lake St,Addison,US,Arby's,60101,IL
10620 W Highway 2,Spokane,US,Carl's Jr. / Green Burrito,99224,WA
285 Maple St,Holyoke,US,McDonald's,1040,MA
8270 Marbach Rd,San Antonio,US,KFC,78227,TX
2043 E Broadway Blvd,Tucson,US,Wienerschnitzel,85719,AZ
3530 S Moorland Rd,New Berlin,US,Taco Bell,53151,WI
6600 Reisterstown Rd,Baltimore,US,Taco Bell,21215,MD
2705 Via de la Valle,Del Mar,US,McDonald's,92014,CA
4020 W 95th St,Oak Lawn,US,Portillo's,60453,IL
2561 E Ave S,Palmdale,US,Taco Bell,93550,CA
11050 Highway 51 S,Atoka,US,Sonic Drive-in,38004,TN
8403 NW 12th St,Miami,US,McDonalds,33126,FL
2920 Eldorado Pkwy,Mckinney,US,Taco Bell,75070,TX
1600 E Pine St,Central Point,US,Subway,97502,OR
5320 State Hwy 78,Sachse,US,Taco Bueno,75048,TX
3285 W Hillsborough Ave,Tampa,US,Pollo Tropical,33614,FL
17395 17th St,Tustin,US,Subway,92780,CA
1850 S 7th St,Phoenix,US,McDonald's,85034,AZ
3415 SE 192nd Ave,Vancouver,US,Subway,98683,WA
1911 Tuttle Creek Blvd,Manhattan,US,Vista Drive In,66502,KS
200 Chickasaw Ridge Dr,,Oakland,US,Pizza Hut,38060,TN
636 Lincoln Ave,Cadiz,US,Wendy's,43907,OH
1501 Atlantic Ave,Atlantic City,US,Taco Bell,8401,NJ
905 N Smithfield Rd,Knightdale,US,Hardee's,27545,NC
10930 N Central Expy,Dallas,US,Chicken Express,75231,TX
951 Hank Aaron Dr,West Palm Beach,US,Wendy's,33401,FL
11364 Foley Blvd NW,Minneapolis,US,McDonald's,55448,MN
103 N Iliff St,Medicine Lodge,US,Subway,67104,KS
