address,city,country,name,postalCode,province
12400 Lake Blvd,Lindstrom,US,Arby's,55045,MN
2440 White Bear Ave N,Saint Paul,US,Burger King,55109,MN
38711 Tanger Dr,North Branch,US,Burger King,55056-5433,MN
1027 Ne Rice Rd,Lees Summit,US,Arby's,64086,MO
2702 E Tremont Ave,Bronx,US,Dunkin' Donuts,10461,NY
5404 Main Street,Spring Hill,US,SONIC Drive In,37174,TN
504 Tyson Avenue,Paris,US,SONIC Drive In,38242,TN
1400 Winfield Dunn Pkwy,Sevierville,US,Arby's,37876,TN
4063 Glenwood Rd,Decatur,US,Checkers,30032,GA
10573 Springfield Pike,Cincinnati,US,McDonald's,45215,OH
4504 Jefferson Davis Hwy,Richmond,US,Taco Bell,23234,VA
1637 State Highway 38,Mount Holly,US,KFC,8060,NJ
3361 Pendleton Cir,Franklin,US,KFC,45005,OH
717 S Bluff St,Saint George,US,Arby's,84770,UT
987 S Bluff St Ste G,Saint George,US,Domino's Pizza,84770,UT
4117 Riverdale Rd,Ogden,US,Del Taco,84405,UT
2489 S Main St,Bountiful,US,Arby's,84010,UT
4160 Harrison Blvd,Ogden,US,Burger King,84403,UT
210 W 500 S,Bountiful,US,Wendy's,84010,UT
293 E Telegraph St Ste 108,Washington,US,Domino's Pizza,84780,UT
4067 Riverdale Rd,Ogden,US,Chick-fil-A,84405,UT
564 N Main St,Clearfield,US,Subway,84015,UT
540 N 800 W,Centerville,US,Chick-fil-A,84014,UT
9009 E Trent Ave,Spokane,US,TacoTime,99212,WA
2324 1st St,Cheney,US,McDonald's,99004,WA
926 Mount Rushmore Rd,Custer,US,SUBWAY,57730,SD
901 N Wilson Rd,Columbus,US,McDonald's,43204,OH
2030 Wambaw Crk,Charleston,US,Subway,29492-8382,SC
4555 Johnson St,Lafayette,US,McDonald's,70503,LA
2668 Johnston St Ste A2,Lafayette,US,Quiznos,70503,LA
1114 New Circle Rd,Lexington,US,McDonald's,40505,KY
7610 Carmel Ave NE Ste B,Albuquerque,US,Domino's Pizza,87122,NM
3765 Palomar Centre Drive,Lexington,US,McDonalds,40513,KY
314 Main Street SW,Los Lunas,US,Blakes Lotaburger,87031,NM
1769 Martin Luther King Blvd,Houma,US,Arby's,70360,LA
8505 Benbrook Blvd,Fort Worth,US,Waffle House,76126,TX
5974 W Main St,Houma,US,Taco Bell,70360,LA
1039 N Pearl St,Bridgeton,US,Burger King,8302,NJ
357 S Limestone Ave,Lexington,US,McDonald's,40508,KY
1702 Indiana 114,North Manchester,US,McDonald's,46962,IN
665 S Scales St,Reidsville,US,McDonald's,27320,NC
1212 W Maple Rd,Walled Lake,US,McDonald's,48390,MI
6101 W Calhoun Dr,Alexandria,US,Subway,71303,LA
1304 Outlet Collection Way SW,Auburn,US,McDonald's,98001,WA
209 W Harrison St,Reidsville,US,KFC,27320,NC
1633 Freeway Drive,Reidsville,US,Bojangles' Famous Chicken 'n Biscuits,27320,NC
6501 Grape Rd #1105,Mishawaka,US,Five Guys,46545,IN
221 W Lasalle Ave,South Bend,US,Taco Bell,46601,IN
1855 Candler Rd,Decatur,US,Krystal,30032,GA
3542 Memorial Dr,Decatur,US,Burger King,30032,GA
201 S Meridian Ave,Valley Center,US,Subway,67147,KS
408 N Chelan Ave,Wenatchee,US,Jack in the Box,98801,WA
1302 Shreveport Barksdale Hwy,Shreveport,US,McDonald's,71105,LA
111 E 47th St S,Wichita,US,Burger King,67216,KS
18189 Highland Road,Baton Rouge,US,SONIC Drive In,70810,LA
820 E Chestnut St,Junction City,US,Qdoba Mexican Eats,66441,KS
2817 SE California Ave,Topeka,US,Burger King,66605,KS
1895 S Nevada Ave,Colorado Springs,US,Burger King,80905,CO
1727 E Platte Ave,Colorado Springs,US,Burger King,80909,CO
2009 Columbia Ave,Franklin,US,Burger King,37064,TN
607 W Willoughby Ave,Juneau,US,Domino's Pizza,99801,AK
9918 Colerain Ave,Cincinnati,US,KFC,45251,OH
2600 N Memorial Pky,Huntsville,US,McDonald's,35810,AL
604 E Main St,Mountain View,US,McDonald's,72560,AR
4040 N Green Bay Ave,Milwaukee,US,Burger King,53209,WI
175 W Layton Ave,Milwaukee,US,Burger King,53207,WI
212 N Johnson,Alice,US,McDonald's,78332,TX
3108 N Broadway St,Poteau,US,McDonald's,74953,OK
1711 N Harrison Ave,Cary,US,Burger King,27513,NC
1700 Malcolm Ave,Newport,US,Hardee's,72112,AR
2204 Malcolm Ave,Newport,US,KFC,72112,AR
1033 E Capitol Expwy,San Jose,US,McDonald's,95121,CA
5800 Kinney Road,Portage,US,Dairy Queen,53901,WI
655 N Lapeer,Oxford,US,McDonald's,48371,MI
811 Nashville Highway,Columbia,US,SONIC Drive In,38401,TN
6315 N Main St B,Columbia,US,Domino's Pizza,29203,SC
59 College Rd Ste 219,Fairbanks,US,Domino's Pizza,99701,AK
3340 Rice Street,Saint Paul,US,Taco John's,55126,MN
1012 Mineral Wells Ave,Paris,US,Arby's,38242,TN
3 Sparta Rd,North Wilkesboro,US,Taco Bell,28659,NC
4207 Main Street,Loris,US,Bojangles' Famous Chicken 'n Biscuits,29569,SC
344 Church St S,Ripley,US,Domino's Pizza,25271,WV
5296 Hwy 158,Advance,US,Bojangles' Famous Chicken 'n Biscuits,27006,NC
1202 N Church Street,Atkins,US,McDonald's,72823,AR
1 Beroth St,Yadkinville,US,Mcdonalds,27055,NC
1301 N Church Street,Atkins,US,SONIC Drive In,72823,AR
407 N Arkansas Ave Ste 3,Russellville,US,Quiznos,72801,AR
7041 Post Rd,North Kingstown,US,Burger King,2852,RI
2585 Jefferson Davis Hwy,Warrenville,US,Pizza Hut,29851,SC
382 Long Shoals Rd,Arden,US,McDonald's,28704,NC
443 W Coulter Ave,Powell,US,Subway,82435,WY
1419 N Hwy 6265,Harrison,US,Arby's,72601,AR
501 E Highway 72,Fredericktown,US,Hardee's,63645,MO
19010 Fort St,Riverview,US,Burger King,48193,MI
2170 Rawsonville Rd,Belleville,US,Burger King,48111,MI
2515 White Bear Avenue North,Saint Paul,US,Panera Bread,55109,MN
32940 Michigan Ave,Wayne,US,Taco Bell,48184,MI
161 Stollings Ave,Logan,US,Pizza Hut,25601,WV
1200 Burkemont Avenue,Morganton,US,Bojangles' Famous Chicken 'n Biscuits,28655,NC
1766 Catawba Valley Blvd SE,Hickory,US,KFC,28602,NC
326 S 4th Ave,Paden City,US,Domino's Pizza,26159,WV
10760 Belleville Road,Belleville,US,McDonald's,48111,MI
440 Virginia Ave,Petersburg,US,McDonald's,26847,WV
2080 County Road C W,Saint Paul,US,Burger King,55113,MN
7051 10th St N,Saint Paul,US,Burger King,55128,MN
3333 Rice St,Saint Paul,US,Burger King,55126,MN
8510 Edinburgh Center Dr,Minneapolis,US,Burger King,55443,MN
1248 N State Route 2,New Martinsville,US,Burger King,26155,WV
380 N State Route 2,New Martinsville,US,Wendy's,26155,WV
176 N State Rt,New Martinsville,US,McDonald's,26155,WV
130 Blowing Rock Blvd,Lenoir,US,Wendy's,28645,NC
2524 S County Line Rd E,Indianapolis,US,McDonald's,46227,IN
1846 North Mecklenburg Avenue,South Hill,US,McDonald's,23970,VA
604 N St Joe Avenue,Evansville,US,Taco John's,47712,IN
6330 US Highway 98 N,Lakeland,US,McDonald's,33809,FL
1501 N Boeke Rd,Evansville,US,Hardee's,47711,IN
3351 N 1st Ave,Evansville,US,Wendy's,47710,IN
233 128th St SW,Everett,US,Taco Time,98204,WA
1001 Warrior Way,Belle,US,SUBWAY,25015,WV
482 W Boyce St,Manning,US,Golden Chick,29102,SC
300 West McIntyre St,Mullins,US,Arby's,29574,SC
203 S Van Lingle Mungo Boulevard,Pageland,US,McDonald's,29728,SC
608 East McGregor,Pageland,US,Bojangles' Famous Chicken 'n Biscuits,29728,SC
353 S Churton St,Hillsborough,US,KFC,27278,NC
2010 N Roxboro Road,Durham,US,McDonald's,27704,NC
1401 W Green St,Urbana,US,Wendy's,61801,IL
2130 37th St NW,Rochester,US,Arby's,55901,MN
809 W Corbett Ave,Swansboro,US,Wendy's,28584,NC
619 W Main St,Dothan,US,McDonald's,36301,AL
2101 Ross Clark Cir,Dothan,US,McDonald's,36301,AL
3237 11th St,Rockford,US,McDonald's,61109,IL
750 Division Ave S,Grand Rapids,US,Burger King,49503,MI
413 N Genesee St,Wittenberg,US,McDonald's,54499,WI
1988 Rockford St,Mount Airy,US,Cook-Out,27030,NC
44 S Kanawha St,Buckhannon,US,Wendy's,26201-2634,WV
1326 S Milwaukee Ave,Libertyville,US,Burger King,60048,IL
245 Farmdale Rd,East Peoria,US,Sonic Drive-In,61611,IL
5260 Eastern Ave SE,Grand Rapids,US,Burger King,49508,MI
983 High Point Street,Randleman,US,Bojangles' Famous Chicken 'n Biscuits,27317,NC
326 East Stumer,Rapid City,US,Arby's,57701,SD
2751 Columbus St,Ottawa,US,KFC,61350,IL
322 Merchants Dr,Knoxville,US,McDonald's,37912,TN
301 Market Drive,Lenoir City,US,Bojangles' Famous Chicken 'n Biscuits,37771,TN
102 Sunset Dr,Manning,US,Hardee's,29102,SC
2780 Paxville Hwy,Manning,US,Wendy's,29102,SC
3540 Highway 90,Milton,US,McDonald's,32571,FL
1501 W Fairmont Pkwy,La Porte,US,Waffle House,77571,TX
4172 Elm Springs Rd,Springdale,US,Whataburger,72762,AR
14243 US Highway 412,Huntsville,US,McDonald's,72740,AR
1202 N Walton Blvd,Bentonville,US,Arby's,72712,AR
4219 Woodbine Rd,Milton,US,Waffle House,32571,FL
325 N Calumet Rd,Chesterton,US,George's Gyros Spot,46304,IN
BLDG 5399- Ft. Dix,Fort Dix,US,Burger King,8640,NJ
173 Route 70,Medford,US,Burger King,8055,NJ
4542 Elkhart Rd,Elkhart,US,Jimmy Johns,46517,IN
804 North Hwy 65,Marshall,US,McDonald's,72650,AR
1003 Quintard Dr,Oxford,US,Burger King,36203,AL
4615 Miami St,South Bend,US,Arby's,46614,IN
209 W Sample St,South Bend,US,Arby's,46601,IN
138 S Michigan St,South Bend,US,Jimmy John's,46601,IN
824 Lakeshore Dr,Ashland,US,Arby's,54806,WI
4811 Roe Blvd,Mission,US,Burger King,66205,KS
2475 Centerville Rd,Herndon,US,McDonald's,20171,VA
13330 W 87th Pky,Lenexa,US,McDonald's,66215,KS
1125 Egg Harbor Rd,Sturgeon Bay,US,Pizza Hut,54235,WI
1331 Green Bay Road,Sturgeon Bay,US,Arby's,54235,WI
1132 Green Bay Rd,Sturgeon Bay,US,McDonald's,54235,WI
5145 Mae Anne Ave,Reno,US,Burger King,89523,NV
5401 Atlanta Hwy,Montgomery,US,Hardee's,36109,AL
1115 Coliseum Blvd,Montgomery,US,Hardee's,36110,AL
174 Bath Rd,Brunswick,US,Burger King,4011,ME
100 Isaac Shelby Drive,Shelbyville,US,McDonalds,40065,KY
3921 McFarland Blvd,Northport,US,Bojangles' Famous Chicken 'n Biscuits,35476,AL
6601 Highway 69 South,Tuscaloosa,US,Bojangles' Famous Chicken 'n Biscuits,35405,AL
512 S First Ave,La Grange,US,McDonald's,40031,KY
601 Loop 59,Atlanta,US,KFC,75551,TX
56 Calef Highway,Epping,US,McDonald's,3042,NH
333 E Highway 290,Dripping Springs,US,McDonald's,78620,TX
102 E Main St,Wrightstown,US,McDonald's,8562,NJ
7530 Metcalf Ave,Overland Park,US,Burger King,66204,KS
260 Cane Creek Road,Warrior,US,Taco Bell,35180,AL
609 2nd Ave E,Oneonta,US,Taco Bell,35121,AL
814 N Hwy 7,Blue Springs,US,McDonald's,64014,MO
618 Santa Fe St,Olathe,US,McDonald's,66061,KS
5150 Hwy 89 East,Walnut Cove,US,Bojangles' Famous Chicken 'n Biscuits,27052,NC
2801 Old Wake Forest Rd,Raleigh,US,McDonald's,27609,NC
916 N Expressway,Brownsville,US,Jack in the Box,78521,TX
9140 E Talking Stick Way,Scottsdale,US,McDonald's,85250,AZ
322 S 77 Sunshine Strip,Harlingen,US,Jack in the Box,78550,TX
1299 Kildare Farm Rd,Cary,US,McDonald's,27511,NC
985 US Highway 491,Gallup,US,Wendy's,87301,NM
700 Us Highway 491,Gallup,US,McDonald's,87301,NM
4875 Federal Blvd,Denver,US,Burger King,80221,CO
6500 Glenwood Ave,Raleigh,US,Burger King,27612,NC
110 Holiday Blvd,Covington,US,Waffle House,70433,LA
17352 Perdido Key Dr,Pensacola,US,Waffle House,32507,FL
423 North Pennsylvania,Independence,US,Arby's,67301,KS
100 Imperial Hwy,Nicholasville,US,McDonald's,40356,KY
910 Wolcott St,Waterbury,US,SUBWAY,6705,CT
3401 Villa Point,Owensboro,US,Arby's,42303,KY
227 Pine Lake Avenue,La Porte,US,Arby's,46350,IN
184 Chase Ave,Waterbury,US,McDonald's,6704,CT
1906 Hwy 64 N,Guymon,US,McDonald's,73942,OK
308 Ferry St,New Haven,US,McDonald's,6513,CT
129 Talcottville Rd,Vernon Rockville,US,Taco Bell,6066,CT
16800 Caldwell Creek Dr,Huntersville,US,Burger King,28078,NC
2104 W Roosevelt Blvd,Monroe,US,Taco Bell,28110,NC
401 W Roosevelt Blvd,Monroe,US,Taco Bell,28110,NC
1303 Albany Ave,Hartford,US,McDonald's,6112,CT
4405 Potter Rd,Matthews,US,McDonald's,28104,NC
6545 Highway 431 South,Owens Cross Roads,US,Arby's,35763,AL
6205 Coliseum Blvd,Alexandria,US,Sonic Drive-In,71303,LA
260 New Jersey 23,Franklin,US,McDonald's,7416,NJ
1880 Port Republic Road,Harrisonburg,US,Bojangles' Famous Chicken 'n Biscuits,22801,VA
2668 Douglas Ave,Brewton,US,Whataburger,36426,AL
600 Jonestown Rd,Winston Salem,US,Wendy's,27103,NC
2561 S. Highway 27,Somerset,US,Steak 'n Shake,42501,KY
4410 East 10th Street,Greenville,US,McDonald's,27858,NC
5580 S Redwood Rd,Salt Lake City,US,Chick-fil-A,84123,UT
5550 W 3500 S,Salt Lake City,US,Subway,84120,UT
2200 S Range Ave,Denham Springs,US,Popeye's Chicken & Biscuits,70726,LA
501 Harper Avenue,Lenoir,US,SONIC Drive In,28645,NC
1000 W Newton St,Versailles,US,McDonald's,65084,MO
1805 Highway 35 N,Rockport,US,Whataburger,78382,TX
229 Vfw Memorial Dr,Saint Robert,US,Taco Bell,65584,MO
1030 Old Route 66,Saint Robert,US,SONIC Drive In,65584,MO
209 Saint Robert Blvd,Saint Robert,US,Wendy's,65584,MO
2603 Grand Ave,Carthage,US,Taco Bell,64836,MO
2108 Missouri Blvd,Jefferson City,US,Wendy's,65109,MO
108 Rushing Rd E,Denham Springs,US,Burger King,70726,LA
803 West Dixon Blvd,Shelby,US,Bojangles' Famous Chicken 'n Biscuits,28152,NC
525 E Industry Dr,Oxford,US,Cook-Out,27565,NC
191 Van Zile Road,Brick,US,McDonald's,8724,NJ
3139 Route 88,Point Pleasant Beach,US,KFC,8742,NJ
2820 Bragg Blvd,Fayetteville,US,Burger King,28303,NC
6020 Old Boyce Rd,Alexandria,US,Burger King,71303,LA
4109 Twin Creek Dr,Bellevue,US,Burger King,68123,NE
2135 County Dr,Petersburg,US,Hardee's,23803,VA
4507 Jefferson Davis Hwy,Richmond,US,Wendy's,23234,VA
11111 Hull Street Rd,Midlothian,US,Burger King,23112,VA
14629 Hwy 64 West,Siler City,US,Bojangles' Famous Chicken 'n Biscuits,27344,NC
13925 Hull Street Rd,Midlothian,US,Burger King,23112,VA
1013 N Parham Rd,Henrico,US,Burger King,23229,VA
2805 East South Blvd,Montgomery,US,Krystal,36116,AL
5650 Atlanta Hwy,Montgomery,US,Krystal,36117,AL
3201 Atlanta Highway,Montgomery,US,Krystal,36109,AL
1425 Missouri Blvd,Jefferson City,US,McDonald's,65109,MO
12301 Coastal Hwy,Ocean City,US,McDonald's,21842,MD
2701 W Broadway,Sedalia,US,Arby's,65301,MO
2669 MacArthur Road,Whitehall,US,Panera Bread,18052,PA
2058 W 1700 S Ste 107,Syracuse,US,Domino's Pizza,84075,UT
5060 State Hwy 873,Schnecksville,US,McDonalds,18078,PA
707 W Jackson St,Mexico,US,Hardee's,65265,MO
3205 Philadelphia Ave,Ocean City,US,Burger King,21842,MD
1533 Freeway Dr,Reidsville,US,Wendy's,27320,NC
195 South Main Street,Tuba City,US,McDonald's,86045,AZ
1896 North 2000 West,Clearfield,US,Arby's,84015,UT
1814 W 2700 N,Ogden,US,Arby's,84404,UT
189 Boston Post Rd W,Marlborough,US,Boston Market,1752,MA
2810 N Main St,Roswell,US,Jimmy John's,88201,NM
2600 Main St NW,Los Lunas,US,Carl's Jr.,87031,NM
225 N Sullivan Rd,Veradale,US,Wendy's,99037,WA
613 Cahaba Valley Rd,Pelham,US,Burger King,35124,AL
6510 Paradise Blvd NW,Albuquerque,US,Domino's Pizza,87114,NM
5970 Alameda Blvd NE,Albuquerque,US,Burger King,87113,NM
1611 West Old Route 66,Moriarty,US,Taco Bell,87035,NM
48 I 25 Bypass,Belen,US,Taco Bell,87002,NM
881 E Pulaski Hwy,Elkton,US,Hardees,21921,MD
1191 Cherokee Street,Marshall,US,Arby's,65340,MO
395 Long Avenue,Hillside,US,McDonald's,7205,NJ
7927 Belair Road,Nottingham,US,McDonald's,21236,MD
8515 North Grand River Road,Brighton,US,McDonald's,48116,MI
201 W 40 Hwy,Odessa,US,McDonald's,64076,MO
205 Business Loop,Columbia,US,McDonald's,65201,MO
603 Santa Cruz Rd,Espanola,US,El Paragua Restaurant,87532,NM
750 E 32nd St,Yuma,US,Taco Bell,85365,AZ
3951 S Avenue 3 E,Yuma,US,Jack in the Box,85365,AZ
2407 Louisville Rd,Monroe,US,Arby's,71201,LA
107 Thomas Rd,West Monroe,US,Captain D's Seafood,71291,LA
7900 Shelbyville Rd,Louisville,US,Panera Bread,40222,KY
490 N Elm St,Haughton,US,Arby's,71037,LA
931 South Pine,Vivian,US,SONIC Drive In,71082,LA
2111 Farmerville Highway,Ruston,US,Arby's,71270,LA
3701 Diann Marie Rd,Louisville,US,Burger King,40241,KY
801 N Service Rd E,Ruston,US,Whataburger,71270,LA
1660 State Hwy 38,Mount Holly,US,McDonald's,8060,NJ
109 Thomas Rd,West Monroe,US,Wendy's,71291,LA
8 Oakland Ave,Warwick,US,Burger King,10990,NY
2103 Farmerville Hwy,Ruston,US,Taco Bell,71270,LA
2155 S Sterling St,Morganton,US,Arby's,28655,NC
104 Zane St,Wheeling,US,Burger King,26003,WV
470 E Lagrange Rd,Hanover,US,McDonald's,47243,IN
4141 Mormon Coulee Ct,La Crosse,US,Taco Bell,54601,WI
722 Second St,Manchester,US,Wendy's,3102,NH
1420 Bellefontaine Avenue,Lima,US,Arby's,45804,OH
157 S Highway 27,Somerset,US,Wendy's,42501,KY
570 Stillwater Ave,Bangor,US,Subway,4401,ME
42 Emerson Commons Blvd,Parkersburg,US,Burger King,26104,WV
2116 Lafayette Ave,Terre Haute,US,Burger King,47805,IN
4790 S US Highway 41,Terre Haute,US,Burger King,47802,IN
1885 E State Road 163,Clinton,US,KFC,47842,IN
995 W State Road 42,Brazil,US,Burger King,47834,IN
100 N Main St,Middlebury,US,Taco Bell,46540,IN
301 W Hively Ave,Elkhart,US,Wendy's,46517,IN
700 54th St SW,Wyoming,US,Chick-fil-A,49509,MI
2020 S Sunshine Strip,Harlingen,US,McDonald's,78550,TX
2260 N Expy 77,Brownsville,US,McDonald's,78526,TX
526 N Line St,Columbia City,US,Hardee's,46725,IN
64 Commerce Dr,Hazard,US,Wendy's,41701,KY
3808 Secor Road,Toledo,US,Boston Market,43606,OH
273 Boston Rd,Billerica,US,McDonald's,1821,MA
4022 S Meridian,Puyallup,US,Burger King,98373,WA
807 River Rd,Puyallup,US,Burger King,98371,WA
2718 W Kennewick Ave,Kennewick,US,Taco Bell,99336,WA
930 George Washington Way,Richland,US,Wendy's,99352,WA
2721 W Kennewick Ave,Kennewick,US,McDonald's,99336,WA
1033 George Washington Way,Richland,US,Burger King,99352,WA
7003 W Canal Dr,Kennewick,US,Wendy's,99336,WA
2908 Wheeling Ave,Muncie,US,Arby's,47303,IN
2877 45th St S,Fargo,US,Five Guys,58104,ND
1333 19th Ave N,Fargo,US,Burger King,58102,ND
1009 E Lewis And Clark Pkwy,Clarksville,US,Captain D's Seafood,47129,IN
925 S Broadway,Coos Bay,US,Wendy's,97420,OR
637 South 2nd Street,Central City,US,Arby's,42330,KY
3716 17th St SW,Canton,US,Burger King,44706,OH
1475 N Main St,North Canton,US,Burger King,44720,OH
22667 NE Glisan St,Troutdale,US,Carl's Jr.,97060,OR
2120 N La Homa Rd,Mission,US,Burger King,78572,TX
287 N Hubbards Lane,Louisville,US,McDonald's,40207,KY
215 US Route 40 West,Richmond,US,Arby's,47374,IN
3250 E Main St,Richmond,US,Domino's Pizza,47374,IN
4360 National Rd E,Richmond,US,Burger King,47374,IN
1015 West Mercury Blvd,Hampton,US,Bojangles' Famous Chicken 'n Biscuits,23666,VA
8300 N Interstate 35,San Antonio,US,Whataburger,78239,TX
1000 S Central Ave,Marshfield,US,KFC,54449,WI
1501 N Central Ave,Marshfield,US,Arby's,54449,WI
109 W Upham St,Marshfield,US,Culver's,54449,WI
2128 8th St S,Wisconsin Rapids,US,McDonalds,54494,WI
727 US Hwy 12 Phillips Blvd,Sauk City,US,McDonald's,53583,WI
505 S Robb St,Trinity,US,McDonald's,75862,TX
699 S Military Rd,Fond Du Lac,US,McDonald's,54935,WI
1316 W Ehringhaus St,Elizabeth City,US,McDonald's,27909,NC
709 Ehringhaus Street,Elizabeth City,US,SONIC Drive In,27909,NC
1330 W Ehringhaus St,Elizabeth City,US,Wendy's,27909,NC
3907 River Rd,Yakima,US,McDonald's,98902,WA
2326 S 1st St,Yakima,US,McDonalds,98903,WA
2441 S Maiers Rd,Moses Lake,US,Arby's,98837,WA
825 N Stratford Rd,Moses Lake,US,McDonald's,98837,WA
1795 Kittleson Rd,Moses Lake,US,McDonald's,98837,WA
203 E Broadway Ave,Moses Lake,US,Taco Time,98837,WA
2401 S Maiers Rd,Moses Lake,US,Taco Bell,98837,WA
11180 Goede Road Suite #1,Edgerton,US,Taco John's,53534,WI
1117 Goede Rd,Edgerton,US,McDonalds,53534,WI
2610 W Court St,Janesville,US,McDonald's,53548,WI
1609 Knickerbocker Rd,San Angelo,US,Chick-fil-A,76904,TX
1329 S Jackson St,Jacksonville,US,Jack in the Box,75766,TX
516 S Dickenson Dr,Rusk,US,McDonalds,75785,TX
1007 S Wheeler St,Jasper,US,Jack in the Box,75951,TX
1511 E End Blvd N,Marshall,US,Wendy's,75670,TX
618 E End Blvd S,Marshall,US,Taco Bell,75670,TX
208 S 14th St,Kingsville,US,McDonald's,78363,TX
510 S 14th St,Kingsville,US,Whataburger,78363,TX
1404 General Cavazos Blvd,Kingsville,US,Wendy's,78363,TX
911 E King Ave,Kingsville,US,Burger King,78363,TX
1100 E Us Highway 83,Rio Grande City,US,Burger King,78582,TX
390 E Grant St,Roma,US,Burger King,78584,TX
505 US-83,Roma,US,Whataburger,78584,TX
1206 E US Highway 83,Rio Grande City,US,Dairy Queen,78582,TX
4580 E US Highway 83,Rio Grande City,US,KFC,78582,TX
2304 West Travis Street,La Grange,US,McDonald's,78945,TX
620 Omache Drive,Omak,US,Taco Bell,98841,WA
331 S 32nd St,Muskogee,US,Wendy's,74401,OK
1901 N Main St,Muskogee,US,Arby's,74401,OK
2004 N 11th St,Muskogee,US,Chick-Fil-A,74401,OK
1122 N Gulf,Holdenville,US,Sonic Drive-In,74848,OK
424 East Hwy,Holdenville,US,McDonald's,74848,OK
1311 E Jackson St,Hugo,US,KFC,74743,OK
1414 S Muskogee Ave,Tahlequah,US,Arby's,74464,OK
1501 S Muskogee,Tahlequah,US,McDonald's,74464,OK
136 W High St,Centralia,US,Quiznos,98531,WA
1850 S Muskogee Ave,Tahlequah,US,Carl's Jr.,74464,OK
1429 K St,Fairbury,US,McDonald's,68352,NE
322 4th Ave,Holdrege,US,Subway,68949,NE
900 West B St,Mc Cook,US,Arby's,69001,NE
4111 Schofield Ave Ste 1,Schofield,US,SUBWAY,54476,WI
212 E Hwy 20,Oneill,US,McDonald's,68763,NE
301 Stagecoach Trail I80 Exit 126,Ogallala,US,McDonalds,69153,NE
315 S 11th St,Nebraska City,US,Burger King,68410,NE
2509 S 11th St,Nebraska City,US,Subway,68410,NE
1649 S 11th St,Nebraska City,US,Arby's,68410,NE
300 E Cedar St,Deming,US,Pizza Hut,88030,NM
780 S Gold Ave,Deming,US,Domino's Pizza,88030,NM
1017 W Pine St,Deming,US,Burger Time,88030,NM
330 West Reservoir Road,Woodstock,US,Taco Bell,22664,VA
18838 Park Avenue Plz,Meadville,US,KFC,16335,PA
1060 Park Ave,Meadville,US,McDonald's,16335,PA
16830 Conneaut Lake Rd,Meadville,US,McDonald's,16335,PA
1151 Park Ave,Meadville,US,Arby's,16335,PA
1011 Park Ave,Meadville,US,Wendy's,16335,PA
16733 Conneaut Lake Rd,Meadville,US,Burger King,16335,PA
105 Morrisville Plz,Morrisville,US,McDonalds,5661,VT
945 Columbia Blvd,Bloomsburg,US,McDonald's,17815,PA
112 Northside Dr,Bennington,US,McDonald's,5201,VT
35 Kocher Dr,Bennington,US,Burger King,5201,VT
748 Main St,Bennington,US,Domino's Pizza,5201,VT
185 Columbia Mall Dr,Bloomsburg,US,KFC,17815,PA
183 Columbia Mall Dr,Bloomsburg,US,Wendy's,17815,PA
5 Northumberland St,Danville,US,Wendy's,17821,PA
1850 E 3rd St,Williamsport,US,KFC,17701,PA
1109 John C Calhoun Dr,Orangeburg,US,Hardee's,29115,SC
8409 Old Number Six Hwy,Santee,US,McDonald's,29142,SC
542 North Duncan By-Pass,Union,US,Taco Bell,29379,SC
